"","entity_name","meanQ32020","medianQ32020","upperboundQ32020","lowerboundQ32020","confintQ32020","pvalEmpricialQ32020","meanQ42020","medianQ42020","upperboundQ42020","lowerboundQ42020","confintQ42020","pvalEmpricialQ42020","meanQ12021","medianQ12021","upperboundQ12021","lowerboundQ12021","confintQ12021","pvalEmpricialQ12021","meanQ22021","medianQ22021","upperboundQ22021","lowerboundQ22021","confintQ22021","pvalEmpricialQ22021","meanQ32021","medianQ32021","upperboundQ32021","lowerboundQ32021","confintQ32021","pvalEmpricialQ32021","meanQ42021","medianQ42021","upperboundQ42021","lowerboundQ42021","confintQ42021","pvalEmpricialQ42021","meanAllpost","medianAllpost","upperboundAllpost","lowerboundAllpost","confintAllpost","pvalEmpricialAllpost"
"202","other optic nerve disorders","-0.153676195271389","-0.1547561226747","-0.0695501067886725","-0.231343286998798","(-0.231,-0.07)","0.00183","-0.161615704760069","-0.162701652545278","-0.0789315261239768","-0.237980394851084","(-0.238,-0.079)","0.00111","-0.20889348187091","-0.210327580131764","-0.113160573531385","-0.295496086381525","(-0.295,-0.113)","0.00082","-0.172371300916694","-0.173780500091978","-0.0740394814285803","-0.26334880441648","(-0.263,-0.074)","0.00377","-0.270168910794306","-0.271510367711177","-0.183197806390661","-0.34954314302077","(-0.35,-0.183)","0.00003","-0.238263375824479","-0.239632539499497","-0.147772706443348","-0.320411533606575","(-0.32,-0.148)","0.00014","-0.198523638802185","-0.198762548048198","-0.163815315606337","-0.232119001099125","(-0.232,-0.164)","0.00001"
"203","ischemic optic neuropathy","-0.0965054327285672","-0.096847759953391","-0.0504779153780393","-0.140547109323386","(-0.141,-0.05)","0.0002","-0.167910841370925","-0.168266555678938","-0.125632810535429","-0.208211332524981","(-0.208,-0.126)","0.00001","-0.107628344378422","-0.108018225077426","-0.0579388104341135","-0.155278972294468","(-0.155,-0.058)","0.00013","-0.104414809635423","-0.104819827729826","-0.0550708558098103","-0.151437415246451","(-0.151,-0.055)","0.00019","-0.0736459135266403","-0.0740796842669422","-0.0221449293062383","-0.122452061757308","(-0.122,-0.022)","0.00807","-0.155302380909348","-0.155533405012394","-0.108843064856994","-0.200134407479647","(-0.2,-0.109)","0.00001","-0.111947032823215","-0.112036441697002","-0.093136454166623","-0.130365651178838","(-0.13,-0.093)","0.00001"
"204","papilledema","-0.135282656282782","-0.13622784871728","-0.0626111139752213","-0.203226808855808","(-0.203,-0.063)","0.00146","-0.170324431504351","-0.171164646562402","-0.100380552011294","-0.23487654655257","(-0.235,-0.1)","0.00005","-0.145326776923848","-0.146249367116972","-0.0677329037599328","-0.218390172265138","(-0.218,-0.068)","0.00163","-0.11677734659523","-0.117905848087565","-0.0358519052723853","-0.191711794261503","(-0.192,-0.036)","0.00948","-0.142378669500812","-0.14337085475626","-0.0638293401284489","-0.215313569942214","(-0.215,-0.064)","0.00162","-0.225770313902363","-0.226572702687564","-0.155421467562816","-0.291414538325706","(-0.291,-0.155)","0.00001","-0.153605175574991","-0.153741381538265","-0.124540992942329","-0.182015239969712","(-0.182,-0.125)","0.00001"
"205","optic neuritis","-0.0766531833293532","-0.0774670669468805","0.000871174217166526","-0.149602489337954","(-0.15,0.001)","0.06425","-0.106709342885272","-0.107506782025449","-0.0318339908871976","-0.176417174102389","(-0.176,-0.032)","0.00967","-0.0461637906727275","-0.0473705290608388","0.050929063241243","-0.135444531090432","(-0.135,0.051)","0.35179","0.00421756319559337","0.00281433699525931","0.105940631846183","-0.0896744058003725","(-0.09,0.106)","0.93085","-0.0265832979144451","-0.0279468880032106","0.0726079833121755","-0.118162141455845","(-0.118,0.073)","0.59128","-0.0987343877889345","-0.0999243877921316","-0.00868138578207526","-0.182830097881825","(-0.183,-0.009)","0.0458","-0.0547097533939406","-0.0548826246633778","-0.0196819668285362","-0.0888425077652757","(-0.089,-0.02)","0.00343"
"206","optic atrophy","-0.12937757451764","-0.12960640501183","-0.0901136636665275","-0.16738236856717","(-0.167,-0.09)","0.00001","-0.132129499733787","-0.132360999077882","-0.092863345949593","-0.169809433575781","(-0.17,-0.093)","0.00001","-0.110974969533149","-0.111301856454408","-0.0670324574806316","-0.153014661927061","(-0.153,-0.067)","0.00001","-0.133185266578641","-0.133536308309073","-0.0906977334859816","-0.173856774792557","(-0.174,-0.091)","0.00001","-0.11307811834726","-0.113452736874626","-0.0690580642693266","-0.155119512438052","(-0.155,-0.069)","0.00002","-0.197878215801079","-0.198111898258376","-0.158657753141993","-0.235560294526701","(-0.236,-0.159)","0.00001","-0.132871624901169","-0.132880720293028","-0.11659870520876","-0.148841763931729","(-0.149,-0.117)","0.00001"
"208","other optic disc disorders","-0.184897559539777","-0.185215589734561","-0.135953640769829","-0.231679711977778","(-0.232,-0.136)","0.00001","-0.118866955936716","-0.119290275024736","-0.0655345556485534","-0.169881200407323","(-0.17,-0.066)","0.00008","-0.266551926114056","-0.267010861622474","-0.207774723596743","-0.322357051950152","(-0.322,-0.208)","0.00001","-0.285686913078226","-0.286364544342875","-0.228829060534716","-0.338960846407328","(-0.339,-0.229)","0.00001","-0.204332751267329","-0.205037517034058","-0.141116230880418","-0.264170609158279","(-0.264,-0.141)","0.00002","-0.134341458584414","-0.135019793947416","-0.0651769694802913","-0.200162188227703","(-0.2,-0.065)","0.00087","-0.197392758370432","-0.197499544371299","-0.174563001400415","-0.219829318785922","(-0.22,-0.175)","0.00001"
"209","blepharospasm","-0.190709145872957","-0.191579279463633","-0.126343295870224","-0.250353020509055","(-0.25,-0.126)","0.00002","-0.205206726128709","-0.205973104510279","-0.143586404330073","-0.26226284415678","(-0.262,-0.144)","0.00001","-0.168584244757829","-0.169638738001846","-0.0999588208882698","-0.231822290370879","(-0.232,-0.1)","0.00004","-0.110210095373397","-0.111294067187326","-0.0372692932265199","-0.177257163444649","(-0.177,-0.037)","0.00569","-0.118293326706329","-0.119273338941656","-0.0456247671085043","-0.185603682675537","(-0.186,-0.046)","0.00342","-0.218630206573199","-0.219526098250821","-0.155506935025816","-0.277177906008317","(-0.277,-0.156)","0.00001","-0.164769336054723","-0.164961668083825","-0.13851322651298","-0.190192195698566","(-0.19,-0.139)","0.00001"
"212","pupillary function anomalies","-0.250460105300538","-0.251104397019285","-0.190007731252879","-0.307636472040048","(-0.308,-0.19)","0.00001","-0.213687578972625","-0.214265980410811","-0.149526269117267","-0.273806600931256","(-0.274,-0.15)","0.00001","-0.200380062110337","-0.201300959103636","-0.121575052369406","-0.273485886054304","(-0.273,-0.122)","0.00008","-0.108874742435359","-0.109945285068008","-0.0209951570518175","-0.190016134789873","(-0.19,-0.021)","0.02422","-0.174095734954426","-0.175235373470545","-0.092990308611375","-0.249187801218405","(-0.249,-0.093)","0.00028","-0.180839361814568","-0.181820292347651","-0.101039083782928","-0.255351734175231","(-0.255,-0.101)","0.0003","-0.189617001768953","-0.189756415011223","-0.160158114376584","-0.218202794932367","(-0.218,-0.16)","0.00001"
"213","visual cortex disorders","-0.184029602194849","-0.185451521563721","-0.10348160723207","-0.255943469661242","(-0.256,-0.103)","0.00012","-0.197843741846131","-0.199352168305094","-0.117509210914434","-0.269759645763434","(-0.27,-0.118)","0.00007","-0.132264598714198","-0.133882276711192","-0.0422245308773168","-0.212809126113482","(-0.213,-0.042)","0.00781","-0.159262334267949","-0.160867245945723","-0.0724383888510025","-0.236870915725318","(-0.237,-0.072)","0.00136","-0.217377192565348","-0.218859372807765","-0.136839904045141","-0.289645409442136","(-0.29,-0.137)","0.00003","-0.274200285421001","-0.275614680639597","-0.197875274731121","-0.342544943530568","(-0.343,-0.198)","0.00001","-0.191456894452093","-0.191708716137678","-0.159727320611848","-0.22177916255257","(-0.222,-0.16)","0.00001"
"215","oculomotor nerve palsy","-0.105373762183773","-0.106943374121043","0.00326669255840302","-0.204080461145258","(-0.204,0.003)","0.07422","-0.0696902847025119","-0.0714281201798224","0.0426753761319894","-0.171042358509914","(-0.171,0.043)","0.23267","-0.123176294394771","-0.125631302376264","0.00599271339597499","-0.238901975564948","(-0.239,0.006)","0.08439","0.0396697144758463","0.0367424840085027","0.191062722310003","-0.0952178873150718","(-0.095,0.191)","0.57346","-0.139687867952898","-0.141869193177871","-0.0137359968796553","-0.253240959963653","(-0.253,-0.014)","0.05122","-0.0814766175723541","-0.0839878939908415","0.0534674418702072","-0.202338759247023","(-0.202,0.053)","0.24804","-0.0713261385172191","-0.0716483833334594","-0.0219000701945739","-0.118900676307492","(-0.119,-0.022)","0.00927"
"216","trochlear nerve palsy","-0.156802481743296","-0.157542997512207","-0.0887740226953873","-0.220004484978778","(-0.22,-0.089)","0.0002","-0.17786569141002","-0.178608916927652","-0.111823876007582","-0.239176163212021","(-0.239,-0.112)","0.00003","-0.149541973307731","-0.150284502606427","-0.0753561551924461","-0.21841682175367","(-0.218,-0.075)","0.0006","-0.0887121034162566","-0.0897203505117677","-0.00977333247387797","-0.162983101242937","(-0.163,-0.01)","0.03812","-0.14468239638713","-0.145588244296808","-0.070123471742001","-0.21445114227803","(-0.214,-0.07)","0.00082","-0.206875566730164","-0.20764800285758","-0.138868226805247","-0.270825475361682","(-0.271,-0.139)","0.00002","-0.149873679971048","-0.149994784038381","-0.121946286686685","-0.177134376852526","(-0.177,-0.122)","0.00001"
"217","abducent nerve palsy","-0.0820593561650958","-0.0827753155608804","-0.0181729043037705","-0.142811094180705","(-0.143,-0.018)","0.0181","-0.0863372740017588","-0.0868988712662653","-0.0231552037253117","-0.146330018525883","(-0.146,-0.023)","0.01287","-0.0878825067644654","-0.0887062277920576","-0.0115523245022759","-0.159576137146869","(-0.16,-0.012)","0.03455","-0.0171001432242824","-0.0180699584509262","0.0648431895605562","-0.0937388933625941","(-0.094,0.065)","0.67738","-0.0767850604474499","-0.0776668433990104","0.00101337884683784","-0.149314159962568","(-0.149,0.001)","0.0645","-0.102456066966317","-0.103344647083794","-0.027561733048379","-0.172289712737402","(-0.172,-0.028)","0.0129","-0.069426090260484","-0.0695299983920684","-0.0406883862022588","-0.0974229282287305","(-0.097,-0.041)","0.00003"
"219","optic chiasm disorders","0.0550940815447206","0.05387032713161","0.136909030639993","-0.0202401317527426","(-0.02,0.137)","0.14284","-0.0772163786136048","-0.078124281284737","-0.00673346316092138","-0.142076279362278","(-0.142,-0.007)","0.03687","0.0323603932559858","0.0310439213654117","0.117839471351263","-0.0458739567633166","(-0.046,0.118)","0.4176","0.0906937875500917","0.0894454842274854","0.180773782258842","0.00801653644278486","(0.008,0.181)","0.02278","0.150360568849491","0.149080054864521","0.245319891263344","0.0632837688177277","(0.063,0.245)","0.00026","0.0558054080592185","0.054502907927646","0.141592548470859","-0.0225599211499456","(-0.023,0.142)","0.15747","0.0490662057900772","0.0489071756006133","0.0821026429622387","0.0172414962699202","(0.017,0.082)","0.00186"
"220","esotropia","-0.116181957832185","-0.116568829117439","-0.0611069829943901","-0.168511177526856","(-0.169,-0.061)","0.0002","-0.120346434660649","-0.120808110280964","-0.0652021809296481","-0.172688878153495","(-0.173,-0.065)","0.00019","-0.066203591207572","-0.0668853351291403","-0.00214377544653132","-0.126339708796807","(-0.126,-0.002)","0.04997","-0.0389630704255253","-0.0396293461180816","0.0262767540166213","-0.101033401439812","(-0.101,0.026)","0.24718","-0.067064728595759","-0.0676880621073599","-0.00352038147829086","-0.127259940860642","(-0.127,-0.004)","0.04827","-0.119765836769433","-0.120353794743187","-0.0600402737228417","-0.176731465843723","(-0.177,-0.06)","0.00048","-0.0865626363131049","-0.0866904465421053","-0.0627542548609496","-0.109700757536177","(-0.11,-0.063)","0.00001"
"221","exotropia","-0.15091760849354","-0.151489798698001","-0.0970758553427298","-0.201952655299621","(-0.202,-0.097)","0.00001","-0.144811144620098","-0.145277278782775","-0.0908568662078138","-0.195870062440646","(-0.196,-0.091)","0.00001","-0.0999249617953242","-0.10051809663812","-0.0377012183435567","-0.159059968907441","(-0.159,-0.038)","0.00416","-0.0889225540128965","-0.0896590003709251","-0.0262414788507861","-0.148000870289509","(-0.148,-0.026)","0.00882","-0.117711122524215","-0.118304859915036","-0.0574023385385709","-0.174955160142141","(-0.175,-0.057)","0.00059","-0.1677356645944","-0.168290617077598","-0.110406211748762","-0.222067725446702","(-0.222,-0.11)","0.00001","-0.128307683316643","-0.128350400737233","-0.105588858199329","-0.150673777360445","(-0.151,-0.106)","0.00001"
"222","intermittent heterotropia","-0.143153389329345","-0.144013531420313","-0.0653043067177065","-0.215629673922854","(-0.216,-0.065)","0.00168","-0.147420548728008","-0.148360109244035","-0.0700439119966759","-0.21981267708109","(-0.22,-0.07)","0.00121","-0.0965981066283489","-0.0981274027101137","0.0028278951972691","-0.187754197715844","(-0.188,0.003)","0.07267","-0.0075869780894703","-0.00911812813447918","0.101297169178427","-0.107791364321215","(-0.108,0.101)","0.88837","-0.145791076379099","-0.146929134546975","-0.0521618689326737","-0.232142543060304","(-0.232,-0.052)","0.00748","-0.141951919611661","-0.143170490065086","-0.048389901223141","-0.228373251905272","(-0.228,-0.048)","0.00912","-0.111707060539608","-0.111875569472794","-0.0760850801498755","-0.146097205782527","(-0.146,-0.076)","0.00001"
"223","other/unspec heterotropia","-0.146763466320038","-0.147213997775363","-0.0940970465350151","-0.196870055786174","(-0.197,-0.094)","0.00001","-0.161826244119731","-0.162163461078452","-0.10990992056008","-0.21120485496408","(-0.211,-0.11)","0.00001","-0.122526211799932","-0.123125341486153","-0.0633543001326807","-0.178915375488382","(-0.179,-0.063)","0.00029","-0.12623657904113","-0.126749022527677","-0.0673181892752917","-0.181873858768629","(-0.182,-0.067)","0.00017","-0.168721345471279","-0.169225054285659","-0.113304087075058","-0.221408362648946","(-0.221,-0.113)","0.00002","-0.202598491757117","-0.203183432465404","-0.148579849725329","-0.253545593321363","(-0.254,-0.149)","0.00001","-0.149677063969895","-0.149785487768365","-0.12791576001999","-0.170878173031228","(-0.171,-0.128)","0.00001"
"224","other/unspec strabismus","-0.319720896308051","-0.320252584753389","-0.273944716045788","-0.362999315009115","(-0.363,-0.274)","0.00001","-0.277305345731867","-0.277757855650874","-0.227992493854516","-0.32406248740944","(-0.324,-0.228)","0.00001","-0.293142872008802","-0.293650171510644","-0.241295309977011","-0.342034950225495","(-0.342,-0.241)","0.00001","-0.273903910780156","-0.274397155674445","-0.220798331654169","-0.323791777204417","(-0.324,-0.221)","0.00001","-0.297016212390186","-0.297698500770687","-0.246012994337087","-0.344802921747937","(-0.345,-0.246)","0.00001","-0.290816703291859","-0.291308299534057","-0.238789877879472","-0.339833109240502","(-0.34,-0.239)","0.00001","-0.290107049433421","-0.290155267103817","-0.270504344248972","-0.309267682215577","(-0.309,-0.271)","0.00001"
"225","heterophoria","-0.13891912518698","-0.140034438509122","-0.057471261837297","-0.213920477835472","(-0.214,-0.057)","0.00298","-0.162080976612002","-0.163085945024659","-0.0832518172543964","-0.235207340892666","(-0.235,-0.083)","0.00051","-0.0966581844857254","-0.0980235050318205","-0.00348100349335572","-0.182189608135985","(-0.182,-0.003)","0.05492","-0.0935095105894673","-0.0946626897870768","-0.000645419854617068","-0.179488920204973","(-0.179,-0.001)","0.06125","-0.148483117344805","-0.149656723094553","-0.0619198669477496","-0.228520574208678","(-0.229,-0.062)","0.00306","-0.171916160331278","-0.172986694808546","-0.0873816854291542","-0.249917937898387","(-0.25,-0.087)","0.0009","-0.134851321983102","-0.13501905080301","-0.101305471198561","-0.167022756024869","(-0.167,-0.101)","0.00001"
"228","exophthalmos","-0.185469267066291","-0.186052294314201","-0.133721912394644","-0.234685523005542","(-0.235,-0.134)","0.00001","-0.153814040457078","-0.154343527715898","-0.100217665248391","-0.204712054860385","(-0.205,-0.1)","0.00002","-0.164092037160191","-0.164716912385196","-0.0997447048693881","-0.224527759105141","(-0.225,-0.1)","0.00004","-0.0842742663843633","-0.0850550482225305","-0.0146962715312229","-0.149930867294161","(-0.15,-0.015)","0.02574","-0.137655455320865","-0.138338061732344","-0.0715912436112316","-0.199855680804407","(-0.2,-0.072)","0.00027","-0.135544507924458","-0.136282970954838","-0.0697654322453125","-0.197265272703809","(-0.197,-0.07)","0.00041","-0.141903224982099","-0.142025326186215","-0.117665328725658","-0.165511043667113","(-0.166,-0.118)","0.00001"
"229","other eyelid degenerative disorders","-0.145868697735517","-0.146945635705365","-0.0684166803383033","-0.218039197719093","(-0.218,-0.068)","0.00129","-0.156047125550548","-0.157144597655915","-0.0788737552780204","-0.227234531792141","(-0.227,-0.079)","0.00071","-0.275591476964649","-0.276698795410368","-0.197049022431408","-0.347626561786517","(-0.348,-0.197)","0.00001","-0.331973983905557","-0.332971792021705","-0.260809334194404","-0.39735275267356","(-0.397,-0.261)","0.00001","-0.14871296624565","-0.150189937120442","-0.0552538075777466","-0.233334833136928","(-0.233,-0.055)","0.00568","-0.293297511929986","-0.294633622592462","-0.215485633427177","-0.364331395488428","(-0.364,-0.215)","0.00002","-0.226108225767166","-0.226362099295691","-0.195542370870797","-0.255595829581004","(-0.256,-0.196)","0.00001"
